id,social-security-number,house-number,age-group,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country-code,native-country,class
16792,449864311,7375,0,private,64520,12th,8,never-married,transport-moving,unmarried,white,male,0,0,1,USA,united-states,0
22427,271035885,8851,3,private,235108,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0
8589,993331290,217,2,private,257942,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
13614,214369299,7102,2,private,341762,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,4,USA,united-states,1
1796,799160986,7529,1,private,129707,some-college,10,married-civ-spouse,sales,husband,white,male,0,2,2,USA,united-states,1
10819,721554332,3108,3,private,211654,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,3,,,1
27431,576611200,1200,0,local-gov,39815,10th,6,never-married,other-service,own-child,white,female,0,0,1,USA,united-states,0
24234,632342418,5928,2,private,186272,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,2,0,2,USA,united-states,1
7003,464745974,4575,1,self-emp-not-inc,97277,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,4,USA,united-states,1
18367,591739284,9629,2,private,123816,hs-grad,9,divorced,machine-op-inspct,not-in-family,black,female,0,0,2,USA,united-states,0
16401,254833340,6842,3,self-emp-not-inc,159755,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1
1715,112005495,1895,2,private,196344,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2,2,USA,united-states,1
27512,430250786,5159,2,private,453686,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,1
11680,317076489,987,2,federal-gov,263339,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,1
18401,283104092,5846,2,self-emp-inc,277488,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,4,0,4,USA,united-states,1
20073,243160708,3487,1,federal-gov,169101,some-college,10,never-married,tech-support,own-child,white,female,0,0,2,USA,united-states,0
3082,502227738,8815,1,private,259727,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,0
24500,941289193,3677,0,private,362309,some-college,10,never-married,other-service,own-child,white,male,0,0,1,USA,united-states,0
27489,832086093,7153,3,self-emp-not-inc,349910,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0
3438,738864385,3622,2,federal-gov,206553,assoc-voc,11,divorced,tech-support,not-in-family,white,male,0,0,2,USA,united-states,0
19939,479807810,886,1,local-gov,134890,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,0
23667,879418549,2567,0,local-gov,169905,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,0
14702,626449884,858,0,private,351040,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,2,PRI,puerto-rico,0
27249,880488038,9494,2,private,25649,some-college,10,married-civ-spouse,transport-moving,husband,white,male,2,0,3,USA,united-states,1
21731,583261902,229,0,private,238917,11th,7,never-married,handlers-cleaners,not-in-family,white,male,0,0,1,MEX,mexico,0
13691,714289323,8231,0,private,154165,9th,5,divorced,other-service,own-child,white,female,0,0,2,USA,united-states,0
26204,911837691,3835,1,private,133861,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,4,USA,united-states,0
12930,773576921,2871,4,private,282023,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
14624,753747966,4483,2,private,106159,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
20270,523532769,2918,4,private,144012,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
16404,218272411,3723,1,state-gov,89040,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
26149,264752260,9496,2,private,230624,10th,6,never-married,transport-moving,unmarried,white,male,0,0,2,USA,united-states,1
3202,268378401,8453,2,local-gov,72338,hs-grad,9,married-civ-spouse,protective-serv,husband,asian-pac-islander,male,0,0,3,USA,united-states,1
9625,124138779,3491,2,private,91959,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1
19912,337276569,5031,2,federal-gov,127879,some-college,10,never-married,exec-managerial,own-child,black,female,0,0,2,USA,united-states,0
13086,684780880,577,3,private,169182,10th,6,married-spouse-absent,machine-op-inspct,not-in-family,white,female,0,0,2,COL,columbia,0
9052,317049050,8878,1,private,43408,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0
4038,318421323,1340,1,self-emp-not-inc,206609,10th,6,never-married,transport-moving,not-in-family,white,male,0,4,3,USA,united-states,0
4863,109391463,1144,1,private,127215,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
4751,552122542,2010,4,private,53684,some-college,10,married-civ-spouse,protective-serv,husband,black,male,0,0,2,USA,united-states,0
7949,984423897,2728,3,private,161482,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0
15208,917090406,3526,2,local-gov,185394,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,3,0,2,USA,united-states,1
11568,912464888,3911,2,self-emp-not-inc,374983,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,0
17057,501099105,7330,2,state-gov,99185,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0
1426,642297686,8860,2,private,89508,some-college,10,divorced,prof-specialty,not-in-family,white,male,0,0,3,USA,united-states,0
4505,732597326,3096,1,local-gov,158291,bachelors,13,never-married,craft-repair,not-in-family,white,male,3,0,2,USA,united-states,1
16798,164969825,4668,3,private,178829,masters,14,married-spouse-absent,exec-managerial,not-in-family,white,male,0,0,4,USA,united-states,1
23809,240164650,9604,1,private,200318,10th,6,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0
26837,283525128,8108,0,private,198459,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,3,2,USA,united-states,0
12758,917185877,2515,3,local-gov,282701,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,2,0,3,USA,united-states,1
19511,453432085,7502,0,self-emp-not-inc,305449,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,2,USA,united-states,0
5473,125902965,2595,3,private,155890,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,1
25046,288223530,7417,2,private,104196,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,2,2,USA,united-states,1
24293,170964120,2873,2,self-emp-not-inc,131808,some-college,10,married-civ-spouse,sales,husband,white,male,3,0,4,USA,united-states,1
2799,931952403,7028,2,private,119929,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1
2235,563855926,6620,3,private,176240,masters,14,married-civ-spouse,transport-moving,husband,white,male,3,0,3,USA,united-states,1
24228,166804637,3934,2,private,134130,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
5716,390899770,2444,2,private,329144,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,2,USA,united-states,1
16592,347577384,6191,3,private,22743,some-college,10,married-civ-spouse,transport-moving,husband,white,male,4,0,3,USA,united-states,1
17996,397077805,8157,1,private,105650,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,3,USA,united-states,1
26236,508916179,7894,4,private,236943,9th,5,divorced,farming-fishing,not-in-family,black,male,0,0,0,USA,united-states,0
6424,294386237,9557,1,private,156192,hs-grad,9,never-married,other-service,own-child,white,male,0,0,0,USA,united-states,0
3168,749080752,8260,4,private,274475,9th,5,widowed,sales,unmarried,white,female,0,0,2,USA,united-states,0
15865,560153525,3565,1,private,553405,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,1
25719,215047127,3974,4,self-emp-inc,249043,bachelors,13,married-civ-spouse,sales,husband,white,male,2,0,1,USA,united-states,1
11242,451020233,7330,0,private,27881,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,2,USA,united-states,0
16042,339095777,4928,0,private,212888,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0
27194,664727226,6843,1,private,174215,doctorate,16,never-married,prof-specialty,not-in-family,white,female,0,0,0,USA,united-states,0
13554,629131621,6745,2,self-emp-inc,107231,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0
18720,347410225,4936,4,private,121319,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,1,0,2,USA,united-states,1
27474,398103915,426,0,private,52753,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,3,USA,united-states,0
17976,668353055,520,2,private,185860,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
21069,272032563,9966,1,private,152453,11th,7,married-civ-spouse,other-service,husband,white,male,0,0,2,MEX,mexico,0
16872,645948116,2062,2,local-gov,329341,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,1,USA,united-states,1
19209,263666029,9823,4,local-gov,32855,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,0
10709,358126754,9351,3,private,170562,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,3,USA,united-states,1
18430,365329634,4366,0,private,34706,some-college,10,never-married,exec-managerial,not-in-family,black,male,0,0,3,USA,united-states,0
3214,298024235,4001,3,private,220984,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,0
8459,462941814,5817,1,private,193898,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,3,USA,united-states,0
16818,566345518,9158,0,private,47577,some-college,10,never-married,transport-moving,not-in-family,white,male,0,0,3,USA,united-states,0
20752,634087888,5581,2,private,172025,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,2,USA,united-states,0
9804,273869811,1427,1,private,176729,bachelors,13,never-married,craft-repair,not-in-family,white,male,0,0,2,USA,united-states,1
13033,664811259,3274,0,private,139183,10th,6,never-married,sales,own-child,white,female,0,0,0,USA,united-states,0
22451,437559896,3119,4,private,135158,some-college,10,married-civ-spouse,craft-repair,husband,white,male,4,0,3,USA,united-states,1
11456,686018480,4059,1,private,42881,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,1
5689,394659158,2143,2,private,245565,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,0,GBR,england,0
12542,529172131,9903,0,private,179413,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0
6715,286316918,6742,3,private,196232,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,3,0,3,USA,united-states,1
9410,585879932,2141,3,private,209947,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,2,USA,united-states,0
27235,518045397,3249,1,private,176673,some-college,10,never-married,sales,other-relative,black,female,0,0,1,USA,united-states,0
19987,896051016,3624,3,self-emp-not-inc,164582,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,2,0,3,USA,united-states,1
19632,372404080,3842,2,private,327435,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,2,USA,united-states,1
4024,253175610,2715,1,local-gov,72338,hs-grad,9,divorced,farming-fishing,own-child,asian-pac-islander,male,0,0,3,USA,united-states,0
12266,697207778,5032,2,private,286370,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,MEX,mexico,1
15862,799376897,6719,2,private,289669,masters,14,divorced,prof-specialty,unmarried,white,female,0,4,2,USA,united-states,1
16505,486347730,391,2,local-gov,130805,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,0,0,4,USA,united-states,1
23622,918828050,5594,4,private,81973,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,2,USA,united-states,1
18447,962008998,8904,3,self-emp-not-inc,137547,prof-school,15,never-married,prof-specialty,not-in-family,asian-pac-islander,male,4,0,2,PHL,philippines,1
16349,425300922,4491,4,state-gov,312351,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
14149,163774856,6173,3,private,235431,preschool,1,never-married,sales,unmarried,black,female,0,0,2,HTI,haiti,0
23882,736534953,3700,4,private,201112,assoc-acdm,12,divorced,adm-clerical,not-in-family,black,female,0,0,2,USA,united-states,0
21434,103312056,1332,2,,129150,10th,6,separated,,own-child,white,male,0,0,1,USA,united-states,0
1748,924047390,4943,4,self-emp-not-inc,108496,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,USA,united-states,0
20364,339845859,6442,1,self-emp-not-inc,116508,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,1
8743,845459625,6123,4,private,192983,hs-grad,9,separated,other-service,not-in-family,white,female,0,0,2,USA,united-states,0
6685,676422432,9994,2,private,61343,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,3,USA,united-states,0
26423,415406219,9789,0,private,60331,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,1,USA,united-states,0
584,372908974,1700,2,private,193260,some-college,10,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,1,MEX,mexico,0
26724,557159607,5202,3,private,233149,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
17464,445365961,901,1,private,218542,9th,5,married-civ-spouse,exec-managerial,wife,white,female,0,0,2,USA,united-states,0
7125,691907198,4886,3,private,207120,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,0,0,2,USA,united-states,0
10783,478999432,7114,0,private,470203,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,1,USA,united-states,0
12689,502086598,1060,3,,421228,masters,14,married-civ-spouse,,wife,white,female,0,0,2,USA,united-states,1
6225,300618106,8423,0,private,257509,some-college,10,never-married,sales,not-in-family,white,male,0,0,1,USA,united-states,0
21815,261032561,9366,3,private,209739,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,3,0,3,USA,united-states,1
13768,767170220,1035,3,self-emp-inc,131826,prof-school,15,widowed,prof-specialty,unmarried,white,male,4,0,3,USA,united-states,1
12912,411735810,1682,2,self-emp-not-inc,242552,12th,8,divorced,craft-repair,other-relative,black,male,0,0,1,USA,united-states,0
14717,656729482,6971,4,private,174040,some-college,10,divorced,prof-specialty,unmarried,white,male,0,0,2,USA,united-states,0
25983,115014317,3757,2,private,238386,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,1
17163,147838971,8441,2,local-gov,29075,some-college,10,married-civ-spouse,adm-clerical,wife,amer-indian-eskimo,female,2,0,2,USA,united-states,0
2644,948128243,2431,3,self-emp-not-inc,370119,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
2315,959279111,1398,1,private,236396,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,1,USA,united-states,0
12627,372612398,9736,2,local-gov,339346,masters,14,never-married,exec-managerial,not-in-family,white,female,4,0,3,USA,united-states,1
26587,991167062,892,1,private,217460,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
17234,709430474,6239,0,private,145111,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,2,USA,united-states,0
6170,273480604,7339,0,private,205865,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,1,USA,united-states,0
7877,574800111,4049,3,private,111130,some-college,10,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,3,USA,united-states,1
24503,600312603,2681,2,private,252986,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,3,USA,united-states,1
8267,973555798,9895,1,private,180799,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,1
15647,172214496,4825,3,self-emp-not-inc,204698,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,2,USA,united-states,1
20250,114120378,1798,2,private,171424,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
4013,140644667,2285,1,private,385278,hs-grad,9,married-civ-spouse,exec-managerial,husband,black,male,0,0,3,USA,united-states,0
25354,604451834,281,3,private,176907,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,1
6502,133391587,2301,0,state-gov,176936,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,1,USA,united-states,0
695,114706185,6113,1,state-gov,107218,bachelors,13,never-married,tech-support,own-child,asian-pac-islander,male,0,0,0,USA,united-states,0
11888,868152325,969,2,federal-gov,118686,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,2,USA,united-states,0
23002,326548708,9449,1,private,37646,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0
23342,901880859,1897,2,federal-gov,187510,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
6466,403361067,3615,4,state-gov,111795,bachelors,13,,craft-repair,husband,white,male,0,0,2,USA,united-states,1
14170,786501870,1065,1,private,199934,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,2,0,2,USA,united-states,1
7093,739206867,6245,0,private,403788,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,male,0,0,2,USA,united-states,0
1020,642439667,8906,3,self-emp-not-inc,121761,hs-grad,9,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,3,,,0
9320,737409879,8023,0,private,107882,assoc-acdm,12,never-married,other-service,own-child,white,female,0,0,0,USA,united-states,0
1533,522638035,4913,2,private,182828,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0
6527,281104229,4187,4,private,222810,assoc-voc,11,divorced,exec-managerial,not-in-family,white,female,0,0,2,USA,united-states,0
3518,276784866,281,3,private,104879,hs-grad,9,married-civ-spouse,tech-support,,white,male,0,0,2,USA,united-states,1
483,887133456,1004,1,private,382368,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0
19688,603626912,9800,1,private,388998,bachelors,13,never-married,sales,not-in-family,white,male,4,0,3,USA,united-states,1
21832,704283135,8085,4,self-emp-not-inc,157486,10th,6,divorced,sales,own-child,white,male,0,0,2,USA,united-states,0
7665,713872527,9771,3,private,243322,hs-grad,9,married-spouse-absent,transport-moving,not-in-family,white,male,0,0,2,USA,united-states,0
707,881399496,8026,3,state-gov,230095,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,2,USA,united-states,0
2712,576260658,9849,0,private,180060,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,2,USA,united-states,0
26611,756196108,6031,2,private,103459,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,2,USA,united-states,1
4337,947871685,8078,3,state-gov,212954,masters,14,married-civ-spouse,prof-specialty,husband,white,male,4,0,2,USA,united-states,1
9366,209001146,8403,4,,198170,masters,14,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states,0
5662,441139660,7005,3,private,157069,assoc-acdm,12,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,1
10037,780093928,5430,1,private,115963,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,3,USA,united-states,0
8331,643875991,5982,2,private,320451,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,3,2,HKG,hong,1
10958,302431461,4339,1,,195946,some-college,10,married-civ-spouse,,husband,asian-pac-islander,male,0,0,2,PHL,philippines,1
10741,368840844,1174,0,private,186573,hs-grad,9,never-married,transport-moving,not-in-family,white,female,0,0,3,USA,united-states,0
22241,278364884,2982,1,private,423158,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,2,USA,united-states,0
16308,470529310,6728,1,private,56299,11th,7,never-married,handlers-cleaners,other-relative,white,male,0,0,2,USA,united-states,0
27830,275407084,4329,1,private,109001,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
20097,992973961,1637,3,federal-gov,276868,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
13174,805445924,6341,0,,169624,hs-grad,9,divorced,,unmarried,black,female,0,0,2,USA,united-states,0
25981,897742825,449,1,self-emp-not-inc,291414,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,1,USA,united-states,1
24054,210212924,9014,2,self-emp-inc,108293,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,3,2,USA,united-states,1
21593,200048439,102,1,,197688,hs-grad,9,never-married,,not-in-family,black,female,0,0,2,USA,united-states,0
577,281164063,9977,4,federal-gov,277420,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,PRI,puerto-rico,1
15538,516384095,9048,1,private,187215,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,4,0,2,USA,united-states,1
22888,793952194,5795,1,federal-gov,206392,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,0
18970,534163180,6689,0,private,124810,hs-grad,9,never-married,sales,own-child,white,female,0,0,0,USA,united-states,0
12739,367457985,1604,2,private,435266,doctorate,16,separated,exec-managerial,not-in-family,white,female,4,0,3,USA,united-states,1
6667,717952062,5322,3,private,89534,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,3,USA,united-states,1
8575,234881286,3332,2,private,121772,assoc-voc,11,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,2,,,1
4914,123548545,6940,2,local-gov,244803,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,2,,,0
5180,570258644,2943,1,self-emp-not-inc,369648,assoc-acdm,12,married-civ-spouse,craft-repair,not-in-family,white,male,0,0,3,USA,united-states,1
10840,157901048,7647,3,self-emp-not-inc,237729,hs-grad,9,married-civ-spouse,prof-specialty,wife,white,female,1,0,4,USA,united-states,0
3947,368661790,986,1,private,315287,some-college,10,never-married,prof-specialty,not-in-family,black,male,0,0,2,USA,united-states,0
17754,672890277,1517,0,private,154192,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,2,USA,united-states,0
9040,501750501,6594,3,private,227714,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,0
3284,603855011,9246,1,private,121634,10th,6,never-married,machine-op-inspct,own-child,white,male,0,0,2,MEX,mexico,0
17203,797883383,4609,2,local-gov,144778,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
4269,895717723,9946,4,private,27886,7th-8th,4,divorced,other-service,not-in-family,white,male,0,0,2,USA,united-states,0
8622,214839743,2118,0,private,364491,11th,7,never-married,sales,own-child,white,male,0,0,1,USA,united-states,0
20182,918388377,3482,2,private,374367,assoc-voc,11,separated,sales,not-in-family,black,male,0,0,2,USA,united-states,0
13196,728117098,7722,2,private,265097,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,3,2,USA,united-states,1
7661,687734224,8889,1,private,156805,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,2,USA,united-states,0
1624,278163456,2409,4,,179981,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,0,USA,united-states,0
16094,598681717,9260,3,self-emp-not-inc,158315,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
22231,869114885,3541,3,self-emp-inc,192894,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,3,2,USA,united-states,1
7305,256300229,1746,3,state-gov,211112,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,2,USA,united-states,0
25963,774640784,3645,1,private,152591,some-college,10,divorced,exec-managerial,own-child,white,female,0,0,2,USA,united-states,0
8227,164822545,4111,1,private,72887,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,3,USA,united-states,1
26729,891283775,8063,2,self-emp-not-inc,248094,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,3,USA,united-states,0
8542,362482401,2707,3,private,378747,10th,6,separated,transport-moving,unmarried,black,male,0,0,2,USA,united-states,1
8777,292503872,2481,2,private,268620,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,1,USA,united-states,0
26853,644603796,7471,3,state-gov,71344,masters,14,married-civ-spouse,prof-specialty,husband,,male,0,0,2,USA,united-states,0
1135,439142302,1019,0,private,189590,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,2,USA,united-states,0
3122,141564537,4886,2,state-gov,90803,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,2,USA,united-states,0
8362,685301322,4954,0,private,381679,some-college,10,never-married,tech-support,other-relative,white,female,0,0,2,USA,united-states,0
3540,155957328,8730,4,self-emp-not-inc,106118,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,4,USA,united-states,1
790,593673498,4708,2,local-gov,114719,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,3,USA,united-states,1
18484,448942899,1519,0,private,120243,11th,7,never-married,other-service,own-child,white,male,0,0,0,USA,united-states,0
499,522651861,193,4,,64448,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,2,USA,united-states,0
1576,108694414,9398,1,private,189462,masters,14,never-married,adm-clerical,not-in-family,white,female,0,0,3,USA,united-states,0
16629,711600447,9250,0,private,231972,11th,7,never-married,adm-clerical,own-child,white,female,0,0,0,USA,united-states,0
6206,378182526,208,2,private,320305,7th-8th,4,,adm-clerical,husband,white,male,0,0,2,USA,united-states,0
335,551656945,987,2,private,248094,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,2,USA,united-states,1
23688,230290696,986,1,private,163237,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,3,USA,united-states,1
9737,888677036,7476,4,,486436,some-college,10,married-civ-spouse,,husband,white,male,0,0,2,USA,united-states,1
23558,560795718,9598,3,private,229259,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,2,USA,united-states,1
6232,420194032,9785,4,,88675,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,2,USA,united-states,0
17219,734285887,2149,1,federal-gov,86150,bachelors,13,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,2,0,2,USA,united-states,1
14066,840943736,9044,2,private,125194,11th,7,never-married,machine-op-inspct,not-in-family,black,female,0,0,2,USA,united-states,0
14398,395800721,5017,2,local-gov,193815,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,2,USA,united-states,1
10501,883277650,915,1,local-gov,251854,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,2,USA,united-states,0
13961,700634573,9237,2,state-gov,222978,doctorate,16,separated,prof-specialty,unmarried,white,female,0,0,2,USA,united-states,1
21237,592957675,1933,3,self-emp-not-inc,243631,some-college,10,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,3,0,2,USA,united-states,1
16189,545953070,2514,1,private,302406,prof-school,15,never-married,prof-specialty,not-in-family,white,male,0,0,2,USA,united-states,0
12551,473154522,8930,1,private,148298,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,0,0,3,USA,united-states,0
10732,392691331,6568,2,private,195821,doctorate,16,married-civ-spouse,exec-managerial,wife,white,female,0,3,2,USA,united-states,1
4560,207026480,6071,2,private,360884,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,3,USA,united-states,1
2621,102737178,5539,3,private,419712,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,2,USA,united-states,0
2112,608058766,6789,1,private,340917,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,2,3,,,1
7888,274995546,5056,2,private,150528,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,2,USA,united-states,1
